sample-292	0fa0fedd0994aab577ace56578da969b	01110,10001,10101,11111,00000	38	160	217
sample-293	6d270533811de3c05ed0096838a885a5	00100,00000,10101,01010,10101	38	173	217
sample-294	af0ef2c4e9df060cd3145d5c322f5692	01110,01010,11111,11111,10001	217	185	38
sample-295	c8d32263811da1a27c7872df7251fee6	01110,01110,10001,01010,10101	217	194	38
sample-296	85fc97bb90dcd2540fa2ff0f70e4ae35	00100,10001,00000,10101,01010	217	98	38
sample-297	d7b40e35c2c866d76bb1213e4d32b169	11011,10001,10001,11111,01110	208	38	217
sample-298	2bf881c0c5cfafeaa2d69fce938ffd15	10101,01010,11011,01110,10101	157	217	38
sample-299	4f6a91e55cca158418af6fd3049e82e6	10101,11011,00100,00100,11011	86	217	38
sample-300	01d61403d199ee985452e9ba64a6e11b	01110,01010,10001,10101,00000	84	217	38
sample-301	8ffd8dcc8268787c6fe3b08dcb9cbc2a	10101,11011,01010,11011,01110	102	38	217
sample-302	2d93fdcfc5397605cf0923b011879b78	00100,01010,00000,11011,10001	217	141	38
sample-303	d3fcde301eabd18fdb1faa65a4c7503e	11011,00000,01010,00100,11011	75	217	38
sample-304	bc148117eefca2d163974e7a766a0fc6	00000,10101,10001,11111,01110	38	217	111
sample-305	405a99614ef6026b1309bab8114615da	00100,11111,10001,11111,11011	217	124	38
sample-306	4592804c31bafd658781eea79d5b5dfa	01110,11011,01010,00100,10101	217	38	215
sample-307	341591e7600b9f106b0cc9cf59ee6ca6	10001,01110,00000,01010,01010	38	87	217
sample-308	6d71c00bf7fb0666d36cf73e47bf33c2	01110,01010,10001,10001,10101	38	217	200
sample-309	018681a0a290c4c6939c15548b22290f	00100,11011,11111,11111,11111	69	38	217
sample-310	2f02cb456cb202b57aa362f667b4f76c	00100,11011,10101,11111,01110	38	217	197
sample-311	b0488ef539293df4a2cfbb3abf402908	11011,00100,00100,00100,00100	217	38	88
sample-312	2ecc28266cf6c3e5460117b5525f2d17	01110,11111,11111,01110,11111	217	197	38
sample-313	dc3e962381b93c9a9f44af67dadb49d7	01010,01110,00000,11111,00000	51	38	217
sample-314	9d4b1bb24a28c2e97c84957c6aed04bf	10001,10001,11111,11011,11011	56	38	217
sample-315	d0dc2a33197ed7e138aa6142adcab8dc	01010,10101,00000,00100,10101	217	38	186
sample-316	7ead7f9a24eeaa0d346f33e3856d0a53	10001,10101,11111,11011,11011	38	217	44
sample-317	12a820721088e42d8802bd746628a9d5	11011,10101,11111,10101,11111	38	217	94
sample-318	a424f46307f0eb9e025f25a8323edc37	01110,11111,10101,01110,00000	217	189	38
sample-319	d92d5a8ca11823e898c65d640e647ad1	01010,11011,11111,01010,10001	217	38	146
sample-320	4a369afb50879e9213576da9d2f92e10	11111,00100,00000,10101,01010	196	217	38
sample-321	ed3902172713f4f2fb88321be0e05075	01110,00000,00000,11011,00100	217	97	38
sample-322	5497fd4428c2c89f4fe23b528c113447	10001,11111,11011,11011,01010	132	38	217
sample-323	4d815abee9f367cab2e4081e6d1f9e90	01110,00000,11111,01010,10001	203	38	217
sample-324	6d9f5877f22c55745ed576df4e100ac8	11111,10001,00000,00000,01010	217	38	168
sample-325	62e6e7d0e84b1929a34d20ce8bd056cb	10101,00100,01110,01110,11111	115	38	217
sample-326	7aa19837b433a67f897d1b0bd3789082	01010,00100,10101,10001,01010	163	217	38
sample-327	ab1a98530f43c7d29d5c6bcf142e9cbf	11111,00000,10001,01110,00000	115	217	38
sample-328	a4bc134ec884a2060d78390871a3853e	10101,11111,11011,11111,11011	217	148	38
sample-329	e44a68ad89f941348529c6d38737b6d4	01110,01110,10101,01110,00100	38	217	164
sample-330	caf7e769020e2343bf491e2a18675577	10101,11111,10001,01010,11111	38	190	217
sample-331	021680ae95417996e42d248d9f70489b	11111,01110,01010,00100,00100	217	38	76
sample-332	722769f826c92e6a0690a0ed3b7f8898	10001,00100,11111,11011,11111	94	38	217
sample-333	822db9e388d42cc2af6fe9e860b98e99	00100,11111,10101,11011,11011	217	87	38
sample-334	47ffa5bbb3efd7f9805a6495ce9e8a46	10101,00000,00000,00000,00100	217	38	131
sample-335	c9e68937e4faf42dfab66366f4bf39de	00100,10001,00100,11111,11111	77	217	38
sample-336	02f882de16b827a53c16fb7c6d18d829	01110,10101,11011,00100,11111	201	38	217
sample-337	87e6a3c7633cff99ed7f19e4ec6cccf3	00100,11011,00100,01110,00100	156	38	217
sample-338	6e92fcd50a7582d6d3af8ba9701aa090	01110,00100,10001,11111,01010	217	45	38
sample-339	c30541a3756cad1d83f5bd3e828c65a3	10101,11011,10101,00000,00100	217	209	38
sample-340	3ac083293fc34266d412b2b348549e58	10001,01110,10101,10101,10101	38	195	217
sample-341	7f1c25bcb4ba33b9a0db4fa04893e30c	00000,10001,01010,00100,01110	38	178	217
sample-342	df688a9694606731b2e665d798af5038	11011,10001,11111,00100,01110	38	171	217
sample-343	89d0dfa2745431bd1754fbdb7fb0793f	00100,11011,01010,00100,01010	217	38	59
sample-344	2b16022f0ac313f235c177a82c7e70a2	11111,01010,00000,01110,01110	161	38	217
sample-345	d7a0d724fd8dfe4485ac44dd56b78f35	10001,01010,01110,10101,10001	38	217	131
sample-346	a8ddcd3b2e6fcf41ef84e1ae975199f1	10101,00100,10001,01010,11111	38	217	171
sample-347	bad1c1d64dd4079b83af22468937c7fa	00000,10101,11011,01010,00100	38	135	217
sample-348	d84aca14b95ffd5ed11f073be65b745d	01010,00100,01110,00100,00100	38	217	107
sample-349	70dff99727793d5543b3e1038a8e75cb	00000,00100,00000,01010,00000	38	46	217
sample-350	ea5d906a3918a4e5dc9590c853982340	01110,11111,11011,10001,10001	155	217	38
sample-351	11ef002432c2637d3a8daca7381b0f94	11011,11011,11111,00000,01110	38	210	217
sample-352	618ab0dbd1e397a82fd34d2437b7d88b	11111,00000,00100,00100,10001	38	217	198
sample-353	242cb413dffabce9bee1784dcd299a6b	01110,10101,00100,10101,10001	205	38	217
sample-354	1c0f4b33e11421b83c09f70f75531404	00000,10101,10101,01010,00100	39	217	38
sample-355	8e8107c551cfaa084c7a21341446d5fe	10101,01110,10101,10001,10101	109	217	38
sample-356	c8dabf6239093646504a1b1b0e75c197	10101,01110,01010,10101,10001	217	38	141
sample-357	d3ab12215348e4548f1fbb036a45ee8f	11011,11011,10101,10001,00000	38	65	217
sample-358	f19559f32df313348072d63062701ad1	00000,00000,00000,01010,00000	217	201	38
sample-359	0667839fec063c6e1dc564d3572857f7	10101,10101,00100,11011,11111	38	217	160
sample-360	4e4a000efa234ff18ba7b6ad38329002	11111,01110,11111,00100,01110	38	204	217
sample-361	43365a617798394e64030cdd4c4451fb	01110,11011,00000,00100,10001	145	38	217
sample-362	ce153a184f35aa61eada8891f0ad82fd	01110,00100,11011,11011,10001	217	84	38
sample-363	cbf08a70acd3a8923f237286676ca6de	01110,00000,11011,11111,01110	38	217	178
sample-364	35c64520ef7e77d7c3dafe4856fe5c7d	00000,11011,01110,01110,00100	38	217	149
sample-365	5d9d2c345ccb873c6d7186f047864b11	11011,00000,11011,00000,01110	38	217	185
sample-366	1406b14eea8f6755c3b08bf2b8d35702	10001,01110,11111,01110,01010	38	161	217
sample-367	7da1e75a6de685927b01f81ad397eb54	10001,10001,11111,01010,00100	155	217	38
sample-368	26ec66b0105815bac3cc59d67c6e9614	01110,10101,01110,00100,01110	156	38	217
sample-369	c6ce6591bb6e7d1f0b277f2e22e1c3a4	10101,10101,00100,00100,00100	202	217	38
sample-370	a119e364714f5772fbb1ef50ac5fe48f	10101,01010,01010,00000,00100	153	38	217
sample-371	bff33882183c01085d6b2fa7bb7d07f6	01010,11011,11011,00000,11011	93	38	217
sample-372	817ff63d38e8a3c269806b57ddc0dfc6	11111,10001,10001,00000,11011	217	38	189
sample-373	c13df2f813f6a3512d3322bae51fe26a	01110,10001,11011,00000,00000	52	217	38
sample-374	c3181eb8898905019fe8b56c2ea16ff8	11111,00000,11011,01110,10001	217	38	130
sample-375	544f9a3f00fc23ff455314a58cc087cd	01010,10101,10101,01010,01010	178	38	217
sample-376	0e1ca96ea5cb6ad21aa0302125e560f1	10101,01110,11011,11111,00100	38	217	76
sample-377	d2d76eb62944c1c7adf5f98034666784	11011,10101,11011,01010,10101	101	217	38
sample-378	6c502770fc808e31bb48798527f5ab94	10101,10101,11011,10101,01110	38	217	214
sample-379	faec73f4924624c56e7b42e091026c15	10001,10101,11111,10101,11011	217	106	38
sample-380	b3f2b2327bc6588fbe34e119845dc2b2	11011,10001,01010,10101,10001	103	217	38
sample-381	f492ea757cde71f942cf99881cf7b838	01010,10101,00000,00100,01110	192	38	217
sample-382	c0576bda2591372494dffb58d31205c9	00100,00100,01010,01010,10101	190	217	38
sample-383	94cabe2c5f75ffff58845e9273576ae4	01010,01110,01110,00100,00000	172	217	38
sample-384	3d885eca460e8d6a8ab7fe2a5fa03e14	11011,11011,11111,01110,11011	217	38	63
sample-385	3a46ad886259a8f44b60a80e2a365c2b	00000,01110,11111,11111,01110	38	69	217
sample-386	0eb9328f4fec3057141b1ceb97c29803	11111,11111,00000,11011,00000	38	217	201
sample-387	fe378b5ee93b603ae9d0c1eb4fa00239	00000,00100,11011,11011,00100	217	38	63
sample-388	f0eba98797c85805dfac8e0e6c009bca	10001,11111,00100,10001,10101	128	38	217
sample-389	980ce4bca70571162da2788d81f0eaf5	11011,00100,01110,01110,00100	217	168	38
sample-390	e4703ba54e23cfa7fc1cf1e5377548b8	10101,01110,10001,01110,11011	38	217	180
sample-391	9c37adce650f35a4a39d82d081ea0426	10001,01110,01010,01010,10101	217	166	38
sample-392	9bf7440460276716f46bc43ae7d4d82f	11011,01010,11011,01010,01110	38	217	205
sample-393	2b4ba75018739a711ae7f630491ac5ac	00100,00000,01110,10001,01110	38	143	217
sample-394	ab0166027bf30af2febe2349e957f807	01110,01010,11111,10001,00100	38	127	217
sample-395	a7a4a0ccbcfd4912ca3da2e616fcdbb8	01110,01010,11111,00100,01110	38	217	149
sample-396	880539c4128591661596004f7e945cdc	10101,01110,01110,00000,11011	217	38	133
sample-397	27224414eb083a9a5c8dd3e8be01f5ad	11111,10001,01110,11111,00100	217	38	172
sample-398	3270c0fb0f590f5c805c8fd497a4fdd0	01010,00100,10001,01110,00100	38	217	193
sample-399	614b3e15e2b482bf94764f775f8c153c	01110,10001,10101,11011,01010	217	38	69
